transaction_id,customer_id,product_id,transaction_date,amount_paid
T003872,C00512,P001,2025-07-17,29.99
T003873,C00512,P001,2025-08-17,29.99
T003874,C00512,P001,2025-09-17,29.99
T003875,C00512,P009,2025-03-16,29.99
T003876,C00512,P004,2025-02-01,49.99
T003877,C00512,P004,2024-09-16,49.99
T003878,C00513,P002,2025-03-21,39.99
T003879,C00513,P002,2025-04-21,39.99
T003880,C00513,P002,2025-05-21,39.99
T003881,C00513,P002,2025-06-21,39.99
T003882,C00513,P002,2025-07-21,39.99
T003883,C00513,P002,2025-08-21,39.99
T003884,C00513,P002,2025-09-21,39.99
T003885,C00515,P010,2025-07-06,34.99
T003886,C00515,P005,2025-06-25,59.99
T003887,C00515,P006,2025-06-25,19.99
T003888,C00516,P003,2024-12-31,34.99
T003889,C00516,P003,2025-01-31,34.99
T003890,C00516,P003,2025-02-28,34.99
T003891,C00516,P003,2025-03-28,34.99
T003892,C00516,P003,2025-04-28,34.99
T003893,C00516,P003,2025-05-28,34.99
T003894,C00516,P003,2025-06-28,34.99
T003895,C00516,P003,2025-07-28,34.99
T003896,C00516,P003,2025-08-28,34.99
T003897,C00518,P001,2023-11-20,29.99
T003898,C00518,P001,2023-12-20,29.99
T003899,C00518,P001,2024-01-20,29.99
T003900,C00518,P001,2024-02-20,29.99
T003901,C00518,P001,2024-03-20,29.99
T003902,C00518,P001,2024-04-20,29.99
T003903,C00518,P001,2024-05-20,29.99
T003904,C00518,P001,2024-06-20,29.99
T003905,C00518,P001,2024-07-20,29.99
T003906,C00518,P001,2024-08-20,29.99
T003907,C00518,P001,2024-09-20,29.99
T003908,C00518,P001,2024-10-20,29.99
T003909,C00518,P001,2024-11-20,29.99
T003910,C00518,P001,2024-12-20,29.99
T003911,C00518,P001,2025-01-20,29.99
T003912,C00518,P001,2025-02-20,29.99
T003913,C00518,P001,2025-03-20,29.99
T003914,C00520,P008,2024-12-27,39.99
T003915,C00520,P008,2025-01-27,39.99
T003916,C00520,P008,2025-02-27,39.99
T003917,C00520,P008,2025-03-27,39.99
T003918,C00520,P008,2025-04-27,39.99
T003919,C00520,P008,2025-05-27,39.99
T003920,C00520,P008,2025-06-27,39.99
T003921,C00521,P007,2025-02-24,44.99
T003922,C00521,P007,2025-03-24,44.99
T003923,C00521,P007,2025-04-24,44.99
T003924,C00521,P007,2025-05-24,44.99
T003925,C00521,P007,2025-06-24,44.99
T003926,C00521,P007,2025-07-24,44.99
T003927,C00521,P007,2025-08-24,44.99
T003928,C00523,P003,2024-10-21,34.99
T003929,C00523,P003,2024-11-21,34.99
T003930,C00524,P002,2023-11-08,39.99
T003931,C00524,P002,2023-12-08,39.99
T003932,C00524,P002,2024-01-08,39.99
T003933,C00524,P002,2024-02-08,39.99
T003934,C00525,P010,2025-03-14,34.99
T003935,C00525,P006,2024-08-12,19.99
T003936,C00526,P008,2024-05-18,39.99
T003937,C00526,P008,2024-06-18,39.99
T003938,C00526,P008,2024-07-18,39.99
T003939,C00526,P008,2024-08-18,39.99
T003940,C00526,P008,2024-09-18,39.99
T003941,C00526,P008,2024-10-18,39.99
T003942,C00526,P008,2024-11-18,39.99
T003943,C00527,P008,2024-01-28,39.99
T003944,C00527,P008,2024-02-28,39.99
T003945,C00527,P008,2024-03-28,39.99
T003946,C00527,P008,2024-04-28,39.99
T003947,C00527,P008,2024-05-28,39.99
T003948,C00527,P008,2024-06-28,39.99
T003949,C00527,P008,2024-07-28,39.99
T003950,C00527,P008,2024-08-28,39.99
T003951,C00527,P008,2024-09-28,39.99
T003952,C00527,P008,2024-10-28,39.99
T003953,C00527,P008,2024-11-28,39.99
T003954,C00527,P008,2024-12-28,39.99
T003955,C00527,P008,2025-01-28,39.99
T003956,C00527,P008,2025-02-28,39.99
T003957,C00527,P008,2025-03-28,39.99
T003958,C00527,P008,2025-04-28,39.99
T003959,C00527,P008,2025-05-28,39.99
T003960,C00527,P008,2025-06-28,39.99
T003961,C00527,P008,2025-07-28,39.99
T003962,C00527,P008,2025-08-28,39.99
T003963,C00529,P001,2024-06-23,29.99
T003964,C00529,P001,2024-07-23,29.99
T003965,C00529,P001,2024-08-23,29.99
T003966,C00529,P001,2024-09-23,29.99
T003967,C00529,P001,2024-10-23,29.99
T003968,C00529,P001,2024-11-23,29.99
T003969,C00529,P001,2024-12-23,29.99
T003970,C00529,P001,2025-01-23,29.99
T003971,C00529,P001,2025-02-23,29.99
T003972,C00529,P001,2025-03-23,29.99
T003973,C00529,P001,2025-04-23,29.99
T003974,C00529,P001,2025-05-23,29.99
T003975,C00529,P001,2025-06-23,29.99
T003976,C00529,P001,2025-07-23,29.99
T003977,C00529,P001,2025-08-23,29.99
T003978,C00529,P005,2025-06-08,59.99
T003979,C00529,P004,2024-06-26,49.99
T003980,C00531,P002,2024-04-03,39.99
T003981,C00531,P002,2024-05-03,39.99
T003982,C00531,P002,2024-06-03,39.99
T003983,C00531,P002,2024-07-03,39.99
T003984,C00531,P002,2024-08-03,39.99
T003985,C00531,P002,2024-09-03,39.99
T003986,C00531,P002,2024-10-03,39.99
T003987,C00531,P002,2024-11-03,39.99
T003988,C00531,P002,2024-12-03,39.99
T003989,C00531,P002,2025-01-03,39.99
T003990,C00531,P002,2025-02-03,39.99
T003991,C00531,P002,2025-03-03,39.99
T003992,C00531,P002,2025-04-03,39.99
T003993,C00531,P002,2025-05-03,39.99
T003994,C00531,P002,2025-06-03,39.99
T003995,C00531,P002,2025-07-03,39.99
T003996,C00531,P002,2025-08-03,39.99
T003997,C00531,P002,2025-09-03,39.99
T003998,C00533,P001,2024-01-27,29.99
T003999,C00535,P003,2025-07-30,34.99
T004000,C00535,P003,2025-08-30,34.99
T004001,C00537,P007,2024-06-08,44.99
T004002,C00537,P007,2024-07-08,44.99
T004003,C00537,P007,2024-08-08,44.99
T004004,C00537,P007,2024-09-08,44.99
T004005,C00537,P007,2024-10-08,44.99
T004006,C00537,P007,2024-11-08,44.99
T004007,C00537,P007,2024-12-08,44.99
T004008,C00537,P007,2025-01-08,44.99
T004009,C00537,P007,2025-02-08,44.99
T004010,C00537,P007,2025-03-08,44.99
T004011,C00537,P007,2025-04-08,44.99
T004012,C00537,P007,2025-05-08,44.99
T004013,C00537,P007,2025-06-08,44.99
T004014,C00537,P007,2025-07-08,44.99
T004015,C00537,P007,2025-08-08,44.99
T004016,C00537,P007,2025-09-08,44.99
T004017,C00538,P007,2024-08-26,44.99
T004018,C00538,P007,2024-09-26,44.99
T004019,C00538,P007,2024-10-26,44.99
T004020,C00538,P010,2025-01-14,34.99
T004021,C00538,P009,2025-06-02,29.99
T004022,C00539,P002,2024-12-12,39.99
T004023,C00539,P002,2025-01-12,39.99
T004024,C00539,P002,2025-02-12,39.99
T004025,C00539,P002,2025-03-12,39.99
T004026,C00539,P002,2025-04-12,39.99
T004027,C00539,P002,2025-05-12,39.99
T004028,C00539,P002,2025-06-12,39.99
T004029,C00539,P002,2025-07-12,39.99
T004030,C00539,P002,2025-08-12,39.99
T004031,C00539,P002,2025-09-12,39.99
T004032,C00540,P002,2025-09-04,39.99
T004033,C00541,P001,2025-08-10,29.99
T004034,C00541,P001,2025-09-10,29.99
T004035,C00544,P009,2024-08-25,29.99
T004036,C00544,P006,2025-03-05,19.99
T004037,C00545,P007,2024-11-25,44.99
T004038,C00545,P007,2024-12-25,44.99
T004039,C00545,P007,2025-01-25,44.99
T004040,C00545,P007,2025-02-25,44.99
T004041,C00545,P007,2025-03-25,44.99
T004042,C00545,P007,2025-04-25,44.99
T004043,C00545,P007,2025-05-25,44.99
T004044,C00545,P007,2025-06-25,44.99
T004045,C00545,P007,2025-07-25,44.99
T004046,C00545,P007,2025-08-25,44.99
T004047,C00546,P008,2023-12-30,39.99
T004048,C00546,P008,2024-01-30,39.99
T004049,C00546,P008,2024-02-29,39.99
T004050,C00546,P008,2024-03-29,39.99
T004051,C00546,P008,2024-04-29,39.99
T004052,C00546,P008,2024-05-29,39.99
T004053,C00546,P008,2024-06-29,39.99
T004054,C00546,P008,2024-07-29,39.99
T004055,C00546,P008,2024-08-29,39.99
T004056,C00546,P008,2024-09-29,39.99
T004057,C00546,P008,2024-10-29,39.99
T004058,C00546,P008,2024-11-29,39.99
T004059,C00546,P008,2024-12-29,39.99
T004060,C00546,P008,2025-01-29,39.99
T004061,C00546,P008,2025-02-28,39.99
T004062,C00546,P008,2025-03-28,39.99
T004063,C00546,P008,2025-04-28,39.99
T004064,C00546,P008,2025-05-28,39.99
T004065,C00546,P008,2025-06-28,39.99
T004066,C00546,P008,2025-07-28,39.99
T004067,C00546,P008,2025-08-28,39.99
T004068,C00547,P008,2025-06-01,39.99
T004069,C00547,P008,2025-07-01,39.99
T004070,C00547,P008,2025-08-01,39.99
T004071,C00547,P008,2025-09-01,39.99
T004072,C00547,P004,2025-06-14,49.99
T004073,C00548,P001,2025-02-11,29.99
T004074,C00548,P001,2025-03-11,29.99
T004075,C00548,P001,2025-04-11,29.99
T004076,C00548,P001,2025-05-11,29.99
T004077,C00548,P001,2025-06-11,29.99
T004078,C00548,P001,2025-07-11,29.99
T004079,C00548,P001,2025-08-11,29.99
T004080,C00549,P010,2025-02-23,34.99
T004081,C00549,P006,2025-03-19,19.99
T004082,C00551,P008,2024-02-26,39.99
T004083,C00551,P008,2024-03-26,39.99
T004084,C00551,P008,2024-04-26,39.99
T004085,C00551,P008,2024-05-26,39.99
T004086,C00551,P008,2024-06-26,39.99
T004087,C00551,P008,2024-07-26,39.99
T004088,C00551,P008,2024-08-26,39.99
T004089,C00552,P008,2024-02-22,39.99
T004090,C00552,P008,2024-03-22,39.99
T004091,C00552,P008,2024-04-22,39.99
T004092,C00552,P008,2024-05-22,39.99
T004093,C00552,P008,2024-06-22,39.99
T004094,C00552,P008,2024-07-22,39.99
T004095,C00552,P008,2024-08-22,39.99
T004096,C00553,P007,2025-04-23,44.99
T004097,C00553,P007,2025-05-23,44.99
T004098,C00553,P007,2025-06-23,44.99
T004099,C00553,P007,2025-07-23,44.99
T004100,C00553,P007,2025-08-23,44.99
T004101,C00554,P002,2024-02-16,39.99
T004102,C00554,P002,2024-03-16,39.99
T004103,C00554,P002,2024-04-16,39.99
T004104,C00554,P002,2024-05-16,39.99
T004105,C00554,P002,2024-06-16,39.99
T004106,C00554,P002,2024-07-16,39.99
T004107,C00554,P002,2024-08-16,39.99
T004108,C00554,P002,2024-09-16,39.99
T004109,C00554,P002,2024-10-16,39.99
T004110,C00554,P002,2024-11-16,39.99
T004111,C00554,P002,2024-12-16,39.99
T004112,C00554,P002,2025-01-16,39.99
T004113,C00554,P002,2025-02-16,39.99
T004114,C00554,P002,2025-03-16,39.99
T004115,C00554,P002,2025-04-16,39.99
T004116,C00554,P002,2025-05-16,39.99
T004117,C00554,P002,2025-06-16,39.99
T004118,C00554,P002,2025-07-16,39.99
T004119,C00554,P002,2025-08-16,39.99
T004120,C00554,P002,2025-09-16,39.99
T004121,C00555,P008,2024-03-07,39.99
T004122,C00555,P008,2024-04-07,39.99
T004123,C00555,P008,2024-05-07,39.99
T004124,C00555,P008,2024-06-07,39.99
T004125,C00555,P008,2024-07-07,39.99
T004126,C00555,P008,2024-08-07,39.99
T004127,C00555,P008,2024-09-07,39.99
T004128,C00555,P008,2024-10-07,39.99
T004129,C00556,P003,2024-09-17,34.99
T004130,C00556,P003,2024-10-17,34.99
T004131,C00556,P003,2024-11-17,34.99
T004132,C00556,P003,2024-12-17,34.99
T004133,C00556,P003,2025-01-17,34.99
T004134,C00556,P003,2025-02-17,34.99
T004135,C00556,P003,2025-03-17,34.99
T004136,C00556,P003,2025-04-17,34.99
T004137,C00556,P003,2025-05-17,34.99
T004138,C00556,P003,2025-06-17,34.99
T004139,C00556,P003,2025-07-17,34.99
T004140,C00556,P003,2025-08-17,34.99
T004141,C00556,P004,2025-03-04,49.99
T004142,C00557,P001,2025-05-06,29.99
T004143,C00557,P001,2025-06-06,29.99
T004144,C00557,P001,2025-07-06,29.99
T004145,C00557,P001,2025-08-06,29.99
T004146,C00557,P001,2025-09-06,29.99
T004147,C00558,P001,2025-05-13,29.99
T004148,C00558,P001,2025-06-13,29.99
T004149,C00558,P001,2025-07-13,29.99
T004150,C00558,P001,2025-08-13,29.99
T004151,C00558,P001,2025-09-13,29.99
T004152,C00559,P002,2025-01-07,39.99
T004153,C00559,P002,2025-02-07,39.99
T004154,C00559,P002,2025-03-07,39.99
T004155,C00559,P002,2025-04-07,39.99
T004156,C00559,P002,2025-05-07,39.99
T004157,C00559,P002,2025-06-07,39.99
T004158,C00559,P002,2025-07-07,39.99
T004159,C00559,P002,2025-08-07,39.99
T004160,C00559,P002,2025-09-07,39.99
T004161,C00561,P005,2024-09-18,59.99
T004162,C00563,P008,2025-02-11,39.99
T004163,C00563,P008,2025-03-11,39.99
T004164,C00563,P008,2025-04-11,39.99
T004165,C00563,P008,2025-05-11,39.99
T004166,C00563,P008,2025-06-11,39.99
T004167,C00563,P005,2025-09-19,59.99
T004168,C00564,P002,2025-01-06,39.99
T004169,C00564,P002,2025-02-06,39.99
T004170,C00564,P002,2025-03-06,39.99
T004171,C00564,P002,2025-04-06,39.99
T004172,C00564,P002,2025-05-06,39.99
T004173,C00564,P002,2025-06-06,39.99
T004174,C00564,P002,2025-07-06,39.99
T004175,C00564,P002,2025-08-06,39.99
T004176,C00564,P002,2025-09-06,39.99
T004177,C00564,P005,2025-04-06,59.99
T004178,C00564,P010,2025-01-06,34.99
T004179,C00564,P004,2025-04-19,49.99
T004180,C00565,P007,2024-08-01,44.99
T004181,C00565,P007,2024-09-01,44.99
T004182,C00565,P007,2024-10-01,44.99
T004183,C00565,P007,2024-11-01,44.99
T004184,C00565,P007,2024-12-01,44.99
T004185,C00565,P007,2025-01-01,44.99
T004186,C00565,P007,2025-02-01,44.99
T004187,C00565,P007,2025-03-01,44.99
T004188,C00565,P007,2025-04-01,44.99
T004189,C00565,P007,2025-05-01,44.99
T004190,C00565,P007,2025-06-01,44.99
T004191,C00565,P007,2025-07-01,44.99
T004192,C00565,P007,2025-08-01,44.99
T004193,C00565,P007,2025-09-01,44.99
T004194,C00566,P010,2025-09-02,34.99
T004195,C00567,P002,2025-08-24,39.99
T004196,C00568,P007,2024-02-21,44.99
T004197,C00568,P007,2024-03-21,44.99
T004198,C00568,P007,2024-04-21,44.99
T004199,C00568,P007,2024-05-21,44.99
T004200,C00568,P007,2024-06-21,44.99
T004201,C00568,P007,2024-07-21,44.99
T004202,C00568,P007,2024-08-21,44.99
T004203,C00568,P005,2025-05-01,59.99
T004204,C00569,P008,2024-11-16,39.99
T004205,C00569,P008,2024-12-16,39.99
T004206,C00569,P008,2025-01-16,39.99
T004207,C00569,P008,2025-02-16,39.99
T004208,C00569,P008,2025-03-16,39.99
T004209,C00569,P008,2025-04-16,39.99
T004210,C00569,P008,2025-05-16,39.99
T004211,C00569,P008,2025-06-16,39.99
T004212,C00569,P008,2025-07-16,39.99
T004213,C00569,P008,2025-08-16,39.99
T004214,C00569,P008,2025-09-16,39.99
T004215,C00570,P007,2024-07-03,44.99
T004216,C00570,P007,2024-08-03,44.99
T004217,C00570,P007,2024-09-03,44.99
T004218,C00570,P007,2024-10-03,44.99
T004219,C00570,P007,2024-11-03,44.99
T004220,C00570,P007,2024-12-03,44.99
T004221,C00570,P007,2025-01-03,44.99
T004222,C00570,P007,2025-02-03,44.99
T004223,C00570,P007,2025-03-03,44.99
T004224,C00570,P007,2025-04-03,44.99
T004225,C00570,P007,2025-05-03,44.99
T004226,C00570,P007,2025-06-03,44.99
T004227,C00570,P007,2025-07-03,44.99
T004228,C00570,P007,2025-08-03,44.99
T004229,C00570,P007,2025-09-03,44.99
T004230,C00570,P006,2024-06-28,19.99
T004231,C00570,P006,2025-05-17,19.99
T004232,C00570,P005,2024-11-24,59.99
T004233,C00572,P001,2024-04-04,29.99
T004234,C00572,P001,2024-05-04,29.99
T004235,C00572,P001,2024-06-04,29.99
T004236,C00572,P001,2024-07-04,29.99
T004237,C00572,P001,2024-08-04,29.99
T004238,C00572,P001,2024-09-04,29.99
T004239,C00572,P001,2024-10-04,29.99
T004240,C00572,P001,2024-11-04,29.99
T004241,C00572,P001,2024-12-04,29.99
T004242,C00572,P001,2025-01-04,29.99
T004243,C00572,P001,2025-02-04,29.99
T004244,C00572,P001,2025-03-04,29.99
T004245,C00572,P001,2025-04-04,29.99
T004246,C00572,P001,2025-05-04,29.99
T004247,C00572,P001,2025-06-04,29.99
T004248,C00572,P001,2025-07-04,29.99
T004249,C00572,P001,2025-08-04,29.99
T004250,C00572,P001,2025-09-04,29.99
T004251,C00573,P007,2025-07-28,44.99
T004252,C00573,P007,2025-08-28,44.99
T004253,C00574,P002,2025-03-24,39.99
T004254,C00574,P002,2025-04-24,39.99
T004255,C00575,P007,2024-08-07,44.99
T004256,C00575,P007,2024-09-07,44.99
T004257,C00575,P007,2024-10-07,44.99
T004258,C00575,P007,2024-11-07,44.99
T004259,C00575,P007,2024-12-07,44.99
T004260,C00575,P007,2025-01-07,44.99
T004261,C00575,P007,2025-02-07,44.99
T004262,C00575,P007,2025-03-07,44.99
T004263,C00575,P007,2025-04-07,44.99
T004264,C00575,P007,2025-05-07,44.99
T004265,C00575,P007,2025-06-07,44.99
T004266,C00575,P007,2025-07-07,44.99
T004267,C00575,P007,2025-08-07,44.99
T004268,C00575,P007,2025-09-07,44.99
T004269,C00576,P007,2024-11-29,44.99
T004270,C00576,P007,2024-12-29,44.99
T004271,C00576,P007,2025-01-29,44.99
T004272,C00576,P007,2025-02-28,44.99
T004273,C00576,P007,2025-03-28,44.99
T004274,C00576,P007,2025-04-28,44.99
T004275,C00576,P007,2025-05-28,44.99
T004276,C00576,P007,2025-06-28,44.99
T004277,C00576,P007,2025-07-28,44.99
T004278,C00576,P007,2025-08-28,44.99
T004279,C00577,P010,2025-08-28,34.99
T004280,C00578,P001,2024-07-30,29.99
T004281,C00578,P001,2024-08-30,29.99
T004282,C00578,P001,2024-09-30,29.99
T004283,C00578,P001,2024-10-30,29.99
T004284,C00578,P001,2024-11-30,29.99
T004285,C00578,P001,2024-12-30,29.99
T004286,C00578,P001,2025-01-30,29.99
T004287,C00578,P001,2025-02-28,29.99
T004288,C00578,P001,2025-03-28,29.99
T004289,C00578,P001,2025-04-28,29.99
T004290,C00578,P001,2025-05-28,29.99
T004291,C00578,P001,2025-06-28,29.99
T004292,C00578,P001,2025-07-28,29.99
T004293,C00578,P001,2025-08-28,29.99
T004294,C00579,P002,2024-01-16,39.99
T004295,C00579,P002,2024-02-16,39.99
T004296,C00579,P002,2024-03-16,39.99
T004297,C00579,P002,2024-04-16,39.99
T004298,C00579,P002,2024-05-16,39.99
T004299,C00579,P002,2024-06-16,39.99
T004300,C00579,P002,2024-07-16,39.99
T004301,C00579,P002,2024-08-16,39.99
T004302,C00579,P002,2024-09-16,39.99
T004303,C00579,P002,2024-10-16,39.99
T004304,C00579,P002,2024-11-16,39.99
T004305,C00579,P002,2024-12-16,39.99
T004306,C00579,P002,2025-01-16,39.99
T004307,C00579,P002,2025-02-16,39.99
T004308,C00579,P002,2025-03-16,39.99
T004309,C00579,P002,2025-04-16,39.99
T004310,C00579,P002,2025-05-16,39.99
T004311,C00579,P002,2025-06-16,39.99
T004312,C00579,P002,2025-07-16,39.99
T004313,C00579,P002,2025-08-16,39.99
T004314,C00579,P002,2025-09-16,39.99
T004315,C00580,P004,2025-04-05,49.99
T004316,C00582,P002,2024-07-26,39.99
T004317,C00582,P002,2024-08-26,39.99
T004318,C00582,P002,2024-09-26,39.99
T004319,C00583,P008,2024-12-04,39.99
T004320,C00583,P008,2025-01-04,39.99
T004321,C00583,P008,2025-02-04,39.99
T004322,C00583,P008,2025-03-04,39.99
T004323,C00583,P008,2025-04-04,39.99
T004324,C00583,P008,2025-05-04,39.99
T004325,C00583,P008,2025-06-04,39.99
T004326,C00583,P004,2025-06-08,49.99
T004327,C00583,P005,2024-12-25,59.99
T004328,C00583,P005,2024-12-09,59.99
T004329,C00584,P008,2025-04-19,39.99
T004330,C00584,P008,2025-05-19,39.99
T004331,C00584,P008,2025-06-19,39.99
T004332,C00584,P008,2025-07-19,39.99
T004333,C00584,P008,2025-08-19,39.99
T004334,C00584,P008,2025-09-19,39.99
T004335,C00585,P007,2025-01-20,44.99
T004336,C00585,P007,2025-02-20,44.99
T004337,C00585,P007,2025-03-20,44.99
T004338,C00585,P007,2025-04-20,44.99
T004339,C00585,P007,2025-05-20,44.99
T004340,C00585,P007,2025-06-20,44.99
T004341,C00585,P007,2025-07-20,44.99
T004342,C00585,P004,2025-01-16,49.99
T004343,C00585,P005,2025-07-30,59.99
T004344,C00585,P010,2025-08-19,34.99
T004345,C00586,P002,2025-08-06,39.99
T004346,C00586,P002,2025-09-06,39.99
T004347,C00588,P007,2024-02-23,44.99
T004348,C00588,P007,2024-03-23,44.99
T004349,C00588,P007,2024-04-23,44.99
T004350,C00588,P007,2024-05-23,44.99
T004351,C00588,P007,2024-06-23,44.99
T004352,C00588,P007,2024-07-23,44.99
T004353,C00588,P007,2024-08-23,44.99
T004354,C00588,P007,2024-09-23,44.99
T004355,C00588,P007,2024-10-23,44.99
T004356,C00588,P007,2024-11-23,44.99
T004357,C00588,P007,2024-12-23,44.99
T004358,C00588,P007,2025-01-23,44.99
T004359,C00588,P007,2025-02-23,44.99
T004360,C00588,P007,2025-03-23,44.99
T004361,C00588,P007,2025-04-23,44.99
T004362,C00588,P007,2025-05-23,44.99
T004363,C00588,P007,2025-06-23,44.99
T004364,C00588,P007,2025-07-23,44.99
T004365,C00588,P007,2025-08-23,44.99
T004366,C00589,P002,2025-04-03,39.99
T004367,C00589,P002,2025-05-03,39.99
T004368,C00589,P002,2025-06-03,39.99
T004369,C00589,P002,2025-07-03,39.99
T004370,C00589,P002,2025-08-03,39.99
T004371,C00590,P008,2024-11-18,39.99
T004372,C00590,P008,2024-12-18,39.99
T004373,C00590,P008,2025-01-18,39.99
T004374,C00590,P008,2025-02-18,39.99
T004375,C00590,P008,2025-03-18,39.99
T004376,C00590,P008,2025-04-18,39.99
T004377,C00590,P008,2025-05-18,39.99
T004378,C00590,P008,2025-06-18,39.99
T004379,C00590,P008,2025-07-18,39.99
T004380,C00590,P008,2025-08-18,39.99
T004381,C00590,P008,2025-09-18,39.99
T004382,C00590,P009,2025-03-01,29.99
T004383,C00590,P004,2025-01-14,49.99
T004384,C00591,P007,2025-05-15,44.99
T004385,C00591,P007,2025-06-15,44.99
T004386,C00591,P007,2025-07-15,44.99
T004387,C00591,P007,2025-08-15,44.99
T004388,C00591,P007,2025-09-15,44.99
T004389,C00592,P003,2025-07-15,34.99
T004390,C00592,P003,2025-08-15,34.99
T004391,C00592,P003,2025-09-15,34.99
T004392,C00593,P007,2025-03-24,44.99
T004393,C00593,P007,2025-04-24,44.99
T004394,C00593,P007,2025-05-24,44.99
T004395,C00593,P007,2025-06-24,44.99
T004396,C00593,P007,2025-07-24,44.99
T004397,C00593,P007,2025-08-24,44.99
T004398,C00594,P003,2025-07-20,34.99
T004399,C00594,P003,2025-08-20,34.99
T004400,C00594,P003,2025-09-20,34.99
T004401,C00595,P003,2025-02-09,34.99
T004402,C00595,P003,2025-03-09,34.99
T004403,C00595,P003,2025-04-09,34.99
T004404,C00595,P003,2025-05-09,34.99
T004405,C00595,P003,2025-06-09,34.99
T004406,C00595,P003,2025-07-09,34.99
T004407,C00595,P003,2025-08-09,34.99
T004408,C00595,P003,2025-09-09,34.99
T004409,C00595,P006,2025-08-30,19.99
T004410,C00595,P005,2025-09-09,59.99
T004411,C00596,P008,2025-03-07,39.99
T004412,C00596,P008,2025-04-07,39.99
T004413,C00596,P008,2025-05-07,39.99
T004414,C00596,P008,2025-06-07,39.99
T004415,C00596,P008,2025-07-07,39.99
T004416,C00596,P008,2025-08-07,39.99
T004417,C00596,P008,2025-09-07,39.99
T004418,C00597,P007,2024-06-07,44.99
T004419,C00597,P007,2024-07-07,44.99
T004420,C00597,P007,2024-08-07,44.99
T004421,C00597,P007,2024-09-07,44.99
T004422,C00597,P007,2024-10-07,44.99
T004423,C00597,P007,2024-11-07,44.99
T004424,C00597,P007,2024-12-07,44.99
T004425,C00597,P007,2025-01-07,44.99
T004426,C00597,P007,2025-02-07,44.99
T004427,C00597,P007,2025-03-07,44.99
T004428,C00597,P007,2025-04-07,44.99
T004429,C00597,P007,2025-05-07,44.99
T004430,C00597,P007,2025-06-07,44.99
T004431,C00597,P007,2025-07-07,44.99
T004432,C00597,P007,2025-08-07,44.99
T004433,C00597,P007,2025-09-07,44.99
T004434,C00598,P001,2024-07-09,29.99
T004435,C00598,P001,2024-08-09,29.99
T004436,C00598,P001,2024-09-09,29.99
T004437,C00598,P001,2024-10-09,29.99
T004438,C00598,P001,2024-11-09,29.99
T004439,C00598,P001,2024-12-09,29.99
T004440,C00598,P001,2025-01-09,29.99
T004441,C00598,P001,2025-02-09,29.99
T004442,C00598,P001,2025-03-09,29.99
T004443,C00598,P001,2025-04-09,29.99
T004444,C00598,P001,2025-05-09,29.99
T004445,C00598,P001,2025-06-09,29.99
T004446,C00598,P001,2025-07-09,29.99
T004447,C00598,P001,2025-08-09,29.99
T004448,C00598,P001,2025-09-09,29.99
T004449,C00599,P003,2025-04-16,34.99
T004450,C00599,P003,2025-05-16,34.99
T004451,C00599,P003,2025-06-16,34.99
T004452,C00599,P003,2025-07-16,34.99
T004453,C00599,P003,2025-08-16,34.99
T004454,C00599,P003,2025-09-16,34.99
T004455,C00601,P001,2025-05-29,29.99
T004456,C00601,P001,2025-06-29,29.99
T004457,C00601,P001,2025-07-29,29.99
T004458,C00601,P001,2025-08-29,29.99
T004459,C00602,P007,2024-06-05,44.99
T004460,C00602,P007,2024-07-05,44.99
T004461,C00602,P007,2024-08-05,44.99
T004462,C00602,P007,2024-09-05,44.99
T004463,C00602,P007,2024-10-05,44.99
T004464,C00602,P007,2024-11-05,44.99
T004465,C00602,P007,2024-12-05,44.99
T004466,C00605,P001,2024-08-14,29.99
T004467,C00605,P001,2024-09-14,29.99
T004468,C00605,P001,2024-10-14,29.99
T004469,C00605,P001,2024-11-14,29.99
T004470,C00605,P001,2024-12-14,29.99
T004471,C00605,P001,2025-01-14,29.99
T004472,C00605,P001,2025-02-14,29.99
T004473,C00605,P001,2025-03-14,29.99
T004474,C00605,P001,2025-04-14,29.99
T004475,C00605,P001,2025-05-14,29.99
T004476,C00605,P001,2025-06-14,29.99
T004477,C00605,P001,2025-07-14,29.99
T004478,C00605,P001,2025-08-14,29.99
T004479,C00605,P010,2025-03-23,34.99
T004480,C00606,P003,2025-06-11,34.99
T004481,C00606,P003,2025-07-11,34.99
T004482,C00606,P003,2025-08-11,34.99
T004483,C00606,P003,2025-09-11,34.99
T004484,C00607,P006,2025-09-19,19.99
T004485,C00608,P003,2023-10-11,34.99
T004486,C00608,P003,2023-11-11,34.99
T004487,C00609,P007,2025-06-25,44.99
T004488,C00609,P007,2025-07-25,44.99
T004489,C00609,P007,2025-08-25,44.99
T004490,C00611,P002,2025-05-24,39.99
T004491,C00611,P002,2025-06-24,39.99
T004492,C00611,P002,2025-07-24,39.99
T004493,C00611,P002,2025-08-24,39.99
T004494,C00612,P002,2024-01-29,39.99
T004495,C00612,P002,2024-02-29,39.99
T004496,C00612,P002,2024-03-29,39.99
T004497,C00612,P002,2024-04-29,39.99
T004498,C00612,P002,2024-05-29,39.99
T004499,C00612,P002,2024-06-29,39.99
T004500,C00612,P002,2024-07-29,39.99
T004501,C00612,P002,2024-08-29,39.99
T004502,C00612,P002,2024-09-29,39.99
T004503,C00612,P002,2024-10-29,39.99
T004504,C00612,P002,2024-11-29,39.99
T004505,C00612,P002,2024-12-29,39.99
T004506,C00612,P002,2025-01-29,39.99
